,CandidateID,CandidateName,CandidateNameEng,Gender,Age,PartyID,SymbolID,SymbolName,SymbolNameEng,PoliticalPartyName,PoliticalPartyNameEng,TotalVoteReceived,Remarks,RemarksEng,PostId,Ward,id,GaPa_NaPa,districtId,districtIdy,district,stateId,state
0,219161,देव बहादुर खाँड,Deb Bahadur Khan,पुरुष,50,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,7490,निर्वाचित,Elected,3,,5426,चापाकोट नगरपालिका,41,41,स्याङ्जा,4.0,गण्डकी प्रदेश
1,212216,राजु कोइराला,Raju Koirala,पुरुष,41,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),6555,,,3,,5426,चापाकोट नगरपालिका,41,41,स्याङ्जा,4.0,गण्डकी प्रदेश
2,170516,खर्क वहादुर थापा,Kharka Bahadur Thapa,पुरुष,51,35,35,कुखुराको भाले,,मंगोल नेशनल अर्गनाइजेसन,Mangol National Organization,137,,,3,,5426,चापाकोट नगरपालिका,41,41,स्याङ्जा,4.0,गण्डकी प्रदेश
3,220302,मुन शाह,Mun Shaha,महिला,52,4,2279,हलो,,राष्ट्रिय प्रजातन्त्र पार्टी,Rastriya Prajatantra Party,91,,,3,,5426,चापाकोट नगरपालिका,41,41,स्याङ्जा,4.0,गण्डकी प्रदेश
4,220590,इशा राना,Isha Rana,महिला,26,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,7413,निर्वाचित,Elected,4,,5426,चापाकोट नगरपालिका,41,41,स्याङ्जा,4.0,गण्डकी प्रदेश
5,211897,सुष्टि मल्ल,Suristi Malla,महिला,27,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),6376,,,4,,5426,चापाकोट नगरपालिका,41,41,स्याङ्जा,4.0,गण्डकी प्रदेश
6,222598,जिवन प‌ंज्ञानी,Jiban Pangyani,पुरुष,40,4,2279,हलो,,राष्ट्रिय प्रजातन्त्र पार्टी,Rastriya Prajatantra Party,201,,,4,,5426,चापाकोट नगरपालिका,41,41,स्याङ्जा,4.0,गण्डकी प्रदेश
7,179296,लिला कुमारी आले,Lila Kumari Ale,महिला,33,35,35,कुखुराको भाले,,मंगोल नेशनल अर्गनाइजेसन,Mangol National Organization,148,,,4,,5426,चापाकोट नगरपालिका,41,41,स्याङ्जा,4.0,गण्डकी प्रदेश
8,243131,भुपराज वोस्ती,Bhupraj Wosti,पुरुष,54,2,2,सूर्य,,नेपाल कम्युनिष्ट पार्टी (एमाले),Nepal Communist Party (UML),568,निर्वाचित,Elected,5,1.0,5426,चापाकोट नगरपालिका,41,41,स्याङ्जा,4.0,गण्डकी प्रदेश
9,226212,लोक बहादुर आले,Lok Bahadur Ale,पुरुष,33,1,1,रुख,,नेपाली काँग्रेस,Nepali Congress,560,,,5,1.0,5426,चापाकोट नगरपालिका,41,41,स्याङ्जा,4.0,गण्डकी प्रदेश
